Freight Flows,Corridor,Lat,Long,Grouping,Daily$,DailyTons
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,"Wood, Paper, etc.",-315978,-536
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Agriculture,-11990,2
Killingsworth St EB,Columbia Corridor,455.62153,-1225.67513,All Goods,4756471,-702
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Chemical,350099,257
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,"Coal, Oil, Waste, etc.",142365,-397
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Electronics,669416,35
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Food,626208,169
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,"Gravel, Sand, etc.",-5768,-479
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Machinery,-99567,-875
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Misc manufactured,112109,-23
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,"Motor Vehicles, etc.",2756643,179
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,"Wood, Paper, etc.",216956,430
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Agriculture,178031,472
Killingsworth St WB,Columbia Corridor,455.62153,-1225.67513,All Goods,8500273,959
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Chemical,935990,1100
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,"Coal, Oil, Waste, etc.",-376850,-1544
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Electronics,617683,26
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Food,1356180,469
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,"Gravel, Sand, etc.",65,-2
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Machinery,551915,47
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Misc manufactured,2355269,341
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,"Motor Vehicles, etc.",2985096,197
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,"Wood, Paper, etc.",-103107,-145
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Agriculture,64398,151
Lombard St EB OR 99E,Columbia Corridor,455.77204,-1226.5723,All Goods,561385,-117
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Chemical,23429,28
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,"Coal, Oil, Waste, etc.",-1487,-185
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Electronics,154463,8
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Food,-350698,-307
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,"Gravel, Sand, etc.",-2775,-224
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Machinery,351534,130
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,Misc manufactured,104448,15
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,"Motor Vehicles, etc.",82242,5
Lombard St EB OR 99E,Columbia Corridor,45.577204,-122.65723,"Wood, Paper, etc.",135832,260
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Agriculture,-1551,-3
Lombard St WB OR 99E,Columbia Corridor,455.77204,-1226.5723,All Goods,2407947,918
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Chemical,170099,253
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,"Coal, Oil, Waste, etc.",243891,353
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Electronics,267986,14
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Food,140047,30
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,"Gravel, Sand, etc.",516,32
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Machinery,333421,111
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,Misc manufactured,869588,126
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,"Motor Vehicles, etc.",401657,26
Lombard St WB OR 99E,Columbia Corridor,45.577204,-122.65723,"Wood, Paper, etc.",-17705,-26
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Agriculture,333026,907
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,455.52158,-1225.6323,All Goods,14257698,-5110
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Chemical,586225,-176
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Coal, Oil, Waste, etc.",-1080706,-4344
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Electronics,3330100,155
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Food,2445053,737
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Gravel, Sand, etc.",-8458,-760
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Machinery,236903,-471
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Misc manufactured,2798128,207
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Motor Vehicles, etc.",6698112,414
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Wood, Paper, etc.",-1080683,-1782
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Agriculture,-532746,-1122
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,455.51166,-1225.64603,All Goods,12111878,-5293
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Chemical,344071,-306
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Coal, Oil, Waste, etc.",228074,-618
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Electronics,4410088,207
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Food,863137,-78
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Gravel, Sand, etc.",13629,973
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Machinery,-914231,-1744
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Misc manufactured,-783756,-1065
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Motor Vehicles, etc.",9784053,628
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Wood, Paper, etc.",-1300441,-2168
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Agriculture,-2546373,-5261
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,455.46207,-1225.47221,All Goods,33651947,-4424
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Chemical,201262,-1423
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Coal, Oil, Waste, etc.",4472,-1809
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Electronics,12970711,648
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Food,4231415,1504
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Gravel, Sand, etc.",25562,1885
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Machinery,991750,-1190
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Misc manufactured,2053957,261
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Motor Vehicles, etc.",15897633,1039
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Wood, Paper, etc.",-178444,-80
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Agriculture,-2547780,-5286
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,455.41849,-1224.09158,All Goods,26944754,-6411
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Chemical,-291521,-2257
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Coal, Oil, Waste, etc.",272404,341
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Electronics,10317655,519
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Food,1694622,233
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Gravel, Sand, etc.",4279,323
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Machinery,-791481,-1735
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Misc manufactured,1551974,169
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Motor Vehicles, etc.",16725560,1094
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Wood, Paper, etc.",9040,190
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Agriculture,37141,258
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,455.48522,-1225.47307,All Goods,25853853,-3513
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Chemical,-17922,-1745
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Coal, Oil, Waste, etc.",-595725,-3331
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Electronics,10211876,525
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Food,2335125,-252
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Gravel, Sand, etc.",19054,1411
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Machinery,4092256,708
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Misc manufactured,1040438,-216
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Motor Vehicles, etc.",9665276,594
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Wood, Paper, etc.",-933667,-1463
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Agriculture,152346,450
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,455.43292,-1224.10401,All Goods,23055812,-485
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Chemical,-329027,-1948
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Coal, Oil, Waste, etc.",243360,-309
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Electronics,8643153,443
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Food,504687,-1098
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Gravel, Sand, etc.",332,13
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Machinery,2324431,154
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Misc manufactured,1807893,261
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Motor Vehicles, etc.",9229693,561
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Wood, Paper, etc.",478943,988
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Agriculture,297554,747
Hwy 217 NB US 26,Portland Central City to Beaverton,455.0249,-1227.83494,All Goods,2461073,1204
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Chemical,-7202,-106
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Coal, Oil, Waste, etc.",126470,81
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Electronics,1625351,84
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Food,200190,56
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Gravel, Sand, etc.",9417,704
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Machinery,-233679,-190
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Misc manufactured,60554,5
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Motor Vehicles, etc.",516374,34
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Wood, Paper, etc.",-133956,-209
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Agriculture,52952,145
Hwy 217 SB US 26,Portland Central City to Beaverton,455.03633,-1227.85724,All Goods,3150869,160
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Chemical,50334,53
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Coal, Oil, Waste, etc.",99463,95
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Electronics,1906685,98
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Food,180310,22
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Gravel, Sand, etc.",-4435,-373
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Machinery,154560,40
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Misc manufactured,59547,9
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Motor Vehicles, etc.",653515,43
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Wood, Paper, etc.",-2060,30
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Agriculture,1380936,3342
US-26 EB OR 8,Portland Central City to Beaverton,455.05137,-1227.61535,All Goods,8146120,1906
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Chemical,120549,142
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Coal, Oil, Waste, etc.",209311,114
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Electronics,6401698,324
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Food,-498581,-539
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Gravel, Sand, etc.",-23997,-1937
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Machinery,123830,-23
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Misc manufactured,22224,-11
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Motor Vehicles, etc.",193258,13
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Wood, Paper, etc.",216893,480
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Agriculture,1380919,3341
US-26 EB Tunnel,Portland Central City to Beaverton,455.06461,-1227.09469,All Goods,8188465,1865
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Chemical,135133,171
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Coal, Oil, Waste, etc.",160266,8
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Electronics,6437020,326
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Food,-466652,-517
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Gravel, Sand, etc.",-23872,-1927
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Machinery,129672,-21
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Misc manufactured,22224,-11
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Motor Vehicles, etc.",196720,13
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Wood, Paper, etc.",217036,481
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Agriculture,27965,91
US-26 WB OR 8,Portland Central City to Beaverton,455.06491,-1227.61449,All Goods,13090042,4183
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Chemical,580237,661
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Coal, Oil, Waste, etc.",771513,1154
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Electronics,7001136,370
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Food,475432,112
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Gravel, Sand, etc.",5506,399
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Machinery,3631765,1269
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Misc manufactured,202417,19
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Motor Vehicles, etc.",375737,23
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Wood, Paper, etc.",18333,87
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Agriculture,27965,91
US-26 WB Tunnel,Portland Central City to Beaverton,455.08145,-1227.10455,All Goods,13358778,4413
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Chemical,591989,679
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Coal, Oil, Waste, etc.",820350,1248
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Electronics,7021852,371
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Food,567011,168
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Gravel, Sand, etc.",6001,436
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Machinery,3732656,1307
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Misc manufactured,202417,19
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Motor Vehicles, etc.",379199,23
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Wood, Paper, etc.",9336,72
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Agriculture,658,12
OR 30 NB,Portland Central City to Columbia County,456.39895,-1228.31372,All Goods,4080348,759
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Chemical,985643,1502
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Coal, Oil, Waste, etc.",-407679,-1207
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Electronics,966199,49
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Food,-83418,-90
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Gravel, Sand, etc.",-1081,-93
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Machinery,2289724,773
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Misc manufactured,-83870,-40
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Motor Vehicles, etc.",523085,34
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Wood, Paper, etc.",-108913,-182
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Agriculture,-165654,-250
OR 30 NB I-405,Portland Central City to Columbia County,455.36292,-1226.92615,All Goods,14933338,394
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Chemical,-115210,-1192
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Coal, Oil, Waste, etc.",-1857315,-5547
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Electronics,6170927,319
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Food,2348137,1115
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Gravel, Sand, etc.",29504,2160
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Machinery,3892150,1336
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Misc manufactured,1785261,241
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Motor Vehicles, etc.",1768999,117
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Wood, Paper, etc.",1076541,2096
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Agriculture,1472404,3485
OR 30 SB,Portland Central City to Columbia County,456.36414,-1228.32487,All Goods,1705022,2792
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Chemical,675490,1004
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Coal, Oil, Waste, etc.",-458615,-1258
