"Freight Flows","Corridor","Lat","Long","Grouping","Daily $M","Daily Tons","AM Peak (7:00-8:59am) $K","AM Peak (7:00-8:59am) Tons","MD 1HR (1:00-1:59pm) $K","MD 1HR (1:00-1:59pm) Tons","PM Peak (4:00-5:59pm) $K","PM Peak (4:00-5:59pm) Tons"
"I-405 SB Fremont Br.","Portland Central City Loop",45.53849186,-122.6830985,"Machinery",7.05,2279,1396.484,451,379.862,123,201.687,65
"I-405 SB Fremont Br.","Portland Central City Loop",45.53849186,-122.6830985,"Misc manufactured",5.58,1000,464.49,83,382.139,68,4.405,1
"I-405 SB Fremont Br.","Portland Central City Loop",45.53849186,-122.6830985,"Motor Vehicles, etc.",3.056,198,638.012,41,188.922,12,0,0
"I-405 SB Fremont Br.","Portland Central City Loop",45.53849186,-122.6830985,"Wood, Paper, etc.",2.692,5061,496.183,933,209.664,394,61.793,116
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Agriculture",0.549,1229,97.801,219,23.845,53,4.845,11
"I-405 SB US26","Portland Central City Loop",455.0807126,-1226.856419,"All Goods",39.323,20693,6881.575,3869,1333.795,1001,789.841,546
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Chemical",0.668,1178,79.62,140,43.841,77,14.294,25
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Coal, Oil, Waste, etc.",3.964,7451,869.768,1635,213.793,402,144.42,271
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Electronics",7.216,366,828.924,42,159.309,8,356.855,18
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Food",2.199,1328,300.634,182,58.062,35,31.782,19
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Gravel, Sand, etc.",0.038,2750,7.602,556,2.262,165,1.103,81
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Machinery",4.288,1386,824.462,267,167.983,54,71.732,23
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Misc manufactured",2.71,486,136.925,25,2.627,0,1.674,0
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Motor Vehicles, etc.",15.836,1027,3426.534,222,572.847,37,115.681,8
"I-405 SB US26","Portland Central City Loop",45.50807126,-122.6856419,"Wood, Paper, etc.",1.858,3493,309.306,582,89.227,168,47.455,89
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Agriculture",2.658,5953,535.839,1200,173.715,389,124.914,280
"I-5 NB Broadway","Portland Central City Loop",455.4154684,-1226.716729,"All Goods",64.336,42577,12645.97,8532,4188.372,2725,5132.263,2714
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Chemical",3.763,6636,779.444,1374,226.52,399,165.173,291
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Coal, Oil, Waste, etc.",3.904,7338,807.876,1519,247.584,465,259.192,487
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Electronics",9.614,488,1903.222,97,817.611,41,730.604,37
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Food",13.297,8033,2476.374,1496,952.397,575,884.338,534
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Gravel, Sand, etc.",0.019,1403,4.406,322,0.746,55,0.995,73
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Machinery",5.92,1914,1002.994,324,416.709,135,346.737,112
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Misc manufactured",13.587,2435,1992.594,357,809.036,145,2012.398,361
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Motor Vehicles, etc.",7.374,478,2240.426,145,277.184,18,332.672,22
"I-5 NB Broadway","Portland Central City Loop",45.54154684,-122.6716729,"Wood, Paper, etc.",4.201,7899,902.794,1697,266.869,502,275.241,517
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Agriculture",3.755,8411,781.002,1749,201.36,451,215.031,482
"I-5 NB Marquam Br.","Portland Central City Loop",455.0761793,-1226.685431,"All Goods",89.005,62327,16380.162,12060,5155.357,3886,6559.739,4059
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Chemical",3.9,6877,804.511,1419,266.67,470,203.954,360
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Coal, Oil, Waste, etc.",6.488,12196,1395.819,2624,372.904,701,371.238,698
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Electronics",17.755,901,3164.661,161,1009.105,51,1136.784,58
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Food",15.446,9331,2927.854,1769,1029.316,622,1002.121,605
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Gravel, Sand, etc.",0.06,4415,10.781,789,3.94,288,3.732,273
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Machinery",7.472,2415,1426.878,461,363.487,118,428.952,139
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Misc manufactured",18.035,3232,2572.195,461,993.86,178,2178.858,390
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Motor Vehicles, etc.",8.654,561,1966.608,128,392.954,25,474.456,31
"I-5 NB Marquam Br.","Portland Central City Loop",45.50761793,-122.6685431,"Wood, Paper, etc.",7.441,13989,1329.853,2500,521.762,981,544.613,1024
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Agriculture",0.835,1869,215.905,484,44.024,99,38.41,86
"I-5 SB Broadway","Portland Central City Loop",455.3973217,-1226.716177,"All Goods",84.621,52239,15366.074,10514,5904.929,3145,6173.383,2861
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Chemical",4.05,7141,943.851,1664,213.532,377,111.596,197
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Coal, Oil, Waste, etc.",8.712,16377,1771.358,3330,525.817,988,456.935,859
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Electronics",11.755,596,2000.414,101,1483.287,75,777.607,39
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Food",11.482,6936,2168.837,1310,681.16,411,640.092,387
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Gravel, Sand, etc.",0.021,1556,4.274,313,1.522,111,1.416,104
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Machinery",13.536,4376,2961.906,958,619.415,200,635.848,206
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Misc manufactured",19.116,3426,2756.903,494,1302.235,233,2509.811,450
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Motor Vehicles, etc.",10.168,659,1608.802,104,712.873,46,743.442,48
"I-5 SB Broadway","Portland Central City Loop",45.53973217,-122.6716177,"Wood, Paper, etc.",4.948,9302,933.824,1756,321.064,604,258.228,485
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Agriculture",1.119,2507,218.473,489,66.546,149,75.243,169
"I-5 SB Marquam Br.","Portland Central City Loop",455.0824071,-1226.696213,"All Goods",100.243,59261,18806.46,11082,6394.343,3611,7446.796,3835
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Chemical",4.052,7146,921.489,1625,228.898,404,132.82,234
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Coal, Oil, Waste, etc.",7.542,14177,1542.981,2901,438.725,825,441.436,830
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Electronics",18.089,917,3911.564,198,1446.715,73,965.829,49
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Food",13.248,8003,2345.629,1417,743.298,449,908.566,549
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Gravel, Sand, etc.",0.054,3918,8.127,595,3.012,220,2.617,191
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Machinery",14.869,4807,3233.722,1045,722.766,234,691.735,224
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Misc manufactured",23.088,4138,3484.864,625,1439.821,258,2946.088,528
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Motor Vehicles, etc.",11.313,733,2047.105,133,800.563,52,743.442,48
"I-5 SB Marquam Br.","Portland Central City Loop",45.50824071,-122.6696213,"Wood, Paper, etc.",6.869,12914,1092.507,2054,503.999,948,539.019,1013
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Agriculture",0.482,1081,110.739,248,4.299,10,15.068,34
"Hwy 217 NB US 26","Portland Central City to Beaverton",455.0249,-1227.83494,"All Goods",6.919,6638,1936.823,1565,318.013,292,227.642,265
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Chemical",0.169,299,31.007,55,4.978,9,5.047,9
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Coal, Oil, Waste, etc.",0.451,848,88.242,166,40.51,76,21.066,40
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Electronics",2.275,115,760.151,39,108.683,6,0,0
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Food",1.098,663,333.036,201,65.61,40,35.755,22
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Gravel, Sand, etc.",0.02,1499,5.723,419,0.783,57,0.476,35
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Machinery",1.086,351,336.983,109,51.566,17,99.985,32
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Misc manufactured",0.052,9,3.909,1,0,0,0,0
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Motor Vehicles, etc.",0.354,23,95.966,6,0,0,0,0
"Hwy 217 NB US 26","Portland Central City to Beaverton",45.50249,-122.783494,"Wood, Paper, etc.",0.93,1749,171.067,322,41.583,78,50.246,94
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Agriculture",0.48,1076,74.934,168,37.087,83,4.332,10
"Hwy 217 SB US 26","Portland Central City to Beaverton",455.03633,-1227.85724,"All Goods",8.844,7037,1471.048,1255,650.516,588,140.245,174
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Chemical",0.175,308,25.194,44,12.6,22,5.104,9
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Coal, Oil, Waste, etc.",0.907,1705,249.13,468,80.33,151,23.327,44
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Electronics",2.777,141,373.812,19,155.901,8,17.843,1
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Food",0.939,567,144.864,88,55.812,34,38.264,23
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Gravel, Sand, etc.",0.016,1169,2.333,171,1.2,88,0.219,16
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Machinery",1.17,378,154.673,50,121.056,39,0,0
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Misc manufactured",0.616,110,109.439,20,0,0,0,0
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Motor Vehicles, etc.",0.954,62,223.168,14,103.522,7,13.841,1
"Hwy 217 SB US 26","Portland Central City to Beaverton",45.503633,-122.785724,"Wood, Paper, etc.",0.808,1520,113.5,213,83.008,156,37.316,70
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Agriculture",1.309,2933,312.867,701,28.153,63,14.917,33
"US-26 EB OR 8","Portland Central City to Beaverton",455.05137,-1227.61535,"All Goods",19.465,15481,4422.414,3612,714.686,898,684.077,414
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Chemical",0.315,556,73.206,129,35.403,62,7.088,12
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Coal, Oil, Waste, etc.",3.792,7129,891.058,1675,291.669,548,113.002,212
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Electronics",8.148,413,1853.358,94,225.65,11,148.854,8
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Food",1.301,786,273.211,165,63.989,39,49.66,30
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Gravel, Sand, etc.",0.013,956,3.133,229,0.615,45,0.308,22
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Machinery",1.145,370,233.608,76,0.725,0,24.614,8
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Misc manufactured",0.609,109,152.53,27,0,0,0,0
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Motor Vehicles, etc.",1.705,111,367.855,24,0,0,289.202,19
"US-26 EB OR 8","Portland Central City to Beaverton",45.505137,-122.761535,"Wood, Paper, etc.",1.127,2119,261.588,492,68.483,129,36.433,68
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Agriculture",1.319,2954,312.867,701,28.153,63,14.917,33
"US-26 EB Tunnel","Portland Central City to Beaverton",455.06461,-1227.09469,"All Goods",19.839,15531,4575.704,3620,720.847,898,717.147,423
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Chemical",0.315,556,73.206,129,35.403,62,7.088,12
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Coal, Oil, Waste, etc.",3.796,7136,891.058,1675,291.669,548,116.992,220
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Electronics",8.352,424,2006.648,102,231.811,12,177.934,9
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Food",1.301,786,273.211,165,63.989,39,49.66,30
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Gravel, Sand, etc.",0.013,956,3.133,229,0.615,45,0.308,22
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Machinery",1.147,371,233.608,76,0.725,0,24.614,8
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Misc manufactured",0.609,109,152.53,27,0,0,0,0
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Motor Vehicles, etc.",1.86,121,367.855,24,0,0,289.202,19
"US-26 EB Tunnel","Portland Central City to Beaverton",45.506461,-122.709469,"Wood, Paper, etc.",1.127,2119,261.588,492,68.483,129,36.433,68
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Agriculture",0.135,303,29.993,67,8.622,19,6.122,14
"US-26 WB OR 8","Portland Central City to Beaverton",455.06491,-1227.61449,"All Goods",20.934,11514,4446.703,2503,622.798,573,1387.654,398
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Chemical",0.752,1326,190.599,336,29.612,52,12.986,23
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Coal, Oil, Waste, etc.",2.177,4093,510.867,960,133.401,251,81.842,154
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Electronics",9.137,463,1998.343,101,59.637,3,1096.342,56
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Food",2.384,1440,574.768,347,69.075,42,58.433,35
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Gravel, Sand, etc.",0.013,915,1.661,122,0.775,57,0.256,19
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Machinery",3.686,1192,637.617,206,208.027,67,96.205,31
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Misc manufactured",0.786,141,71.661,13,0,0,0,0
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Motor Vehicles, etc.",1.026,67,253.5,16,72.674,5,0,0
"US-26 WB OR 8","Portland Central City to Beaverton",45.506491,-122.761449,"Wood, Paper, etc.",0.837,1575,177.693,334,40.975,77,35.468,67
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Agriculture",0.135,303,29.993,67,8.622,19,6.122,14
"US-26 WB Tunnel","Portland Central City to Beaverton",455.08145,-1227.10455,"All Goods",21.068,11755,4492.258,2582,630.777,588,1403.662,425
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Chemical",0.761,1341,194.862,344,29.612,52,15.118,27
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Coal, Oil, Waste, etc.",2.261,4251,542.785,1020,137.391,258,93.811,176
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Electronics",9.135,463,1998.343,101,59.637,3,1096.342,56
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Food",2.391,1445,574.768,347,69.075,42,58.433,35
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Gravel, Sand, etc.",0.013,922,1.661,122,0.775,57,0.256,19
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Machinery",3.694,1194,641.431,207,208.027,67,98.112,32
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Misc manufactured",0.786,141,71.661,13,0,0,0,0
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Motor Vehicles, etc.",1.026,67,253.5,16,72.674,5,0,0
"US-26 WB Tunnel","Portland Central City to Beaverton",45.508145,-122.710455,"Wood, Paper, etc.",0.866,1628,183.254,345,44.964,85,35.468,67
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Agriculture",2.139,4791,422.204,946,124.442,279,44.722,100
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",456.4360872,-1228.583775,"All Goods",5.343,8024,963.591,1574,236.441,447,126.746,220
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Chemical",1.088,1919,183.126,323,45.542,80,42.779,75
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Coal, Oil, Waste, etc.",0.485,912,136.673,257,43.312,81,7.979,15
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Electronics",0.035,2,19.401,1,2.321,0,0,0
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Food",0.09,54,0,0,0,0,23.34,14
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Machinery",0.649,210,102.888,33,20.773,7,0,0
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Misc manufactured",0.073,13,0,0,0,0,0,0
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Motor Vehicles, etc.",0.745,48,94.868,6,0,0,0,0
"NW Cornelius Pass Road NB US30","Portland Central City to Columbia County",45.64360872,-122.8583775,"Wood, Paper, etc.",0.04,74,4.431,8,0.05,0,7.925,15
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Agriculture",0.183,410,26.787,60,3.348,8,5.447,12
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",456.4420304,-1228.591817,"All Goods",5.314,4529,1229.952,972,285.171,202,134.012,78
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Chemical",1.113,1962,232.649,410,61.439,108,1.285,2
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Coal, Oil, Waste, etc.",0.415,781,95.693,180,5.382,10,23.938,45
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Electronics",0.184,9,2.957,0,0,0,0,0
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Food",0.374,226,87.099,53,38.9,23,0,0
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Gravel, Sand, etc.",0.003,250,0.766,56,0,0,0,0
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Machinery",1.817,587,422.019,136,111.606,36,0,0
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Misc manufactured",0.6,107,116.943,21,61.526,11,103.158,18
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Motor Vehicles, etc.",0.54,35,223.225,14,0,0,0,0
"NW Cornelius Pass Road SB US30","Portland Central City to Columbia County",45.64420304,-122.8591817,"Wood, Paper, etc.",0.086,161,21.814,41,2.97,6,0.183,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Agriculture",0.011,24,7.727,17,0.723,2,0,0
"NW Front Ave EB","Portland Central City to Columbia County",455.5243777,-1227.180921,"All Goods",0.478,696,178.515,218,66.88,92,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Chemical",0.02,35,5.452,10,1.755,3,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Coal, Oil, Waste, etc.",0.307,576,83.471,157,43.923,83,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Electronics",0.066,3,29.769,2,5.339,0,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Food",0.014,8,12.178,7,0.104,0,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Gravel, Sand, etc.",0,34,0.206,15,0.022,2,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Machinery",0.018,6,12.636,4,0,0,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Misc manufactured",0.042,7,26.537,5,15.013,3,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
"NW Front Ave EB","Portland Central City to Columbia County",45.55243777,-122.7180921,"Wood, Paper, etc.",0.001,2,0.54,1,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Agriculture",0,0,0,0,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",455.5337198,-1227.177354,"All Goods",0.035,21,22.512,11,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Chemical",0.001,2,0.765,1,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Coal, Oil, Waste, etc.",0.004,8,0.718,1,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Electronics",0.001,0,0.532,0,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Food",0,0,0,0,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Machinery",0.028,9,19.17,6,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Misc manufactured",0,0,0,0,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
"NW Front Ave WB","Portland Central City to Columbia County",45.55337198,-122.7177354,"Wood, Paper, etc.",0.001,2,1.327,2,0,0,0,0
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Agriculture",0.217,486,30.136,68,3.348,8,5.447,12
"OR 30 NB","Portland Central City to Columbia County",456.39895,-1228.31372,"All Goods",7.42,6073,1638.798,1283,338.699,233,303.755,272
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Chemical",1.235,2178,246.457,435,61.439,108,31.994,56
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Coal, Oil, Waste, etc.",0.532,1000,100.183,188,5.382,10,29.577,56
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Electronics",0.308,16,5.915,0,2.957,0,0,0
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Food",0.668,403,87.72,53,64.224,39,50.653,31
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Gravel, Sand, etc.",0.004,297,0.974,71,0,0,0.476,35
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Machinery",2.316,749,558.674,181,132.332,43,58.464,19
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Misc manufactured",0.768,138,103.158,18,61.526,11,103.158,18
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Motor Vehicles, etc.",0.977,63,375.36,24,0,0,0,0
"OR 30 NB","Portland Central City to Columbia County",45.639895,-122.831372,"Wood, Paper, etc.",0.395,743,130.221,245,7.491,14,23.985,45
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Agriculture",1.047,2345,264.953,593,101.009,226,42.825,96
"OR 30 NB I-405","Portland Central City to Columbia County",455.36292,-1226.92615,"All Goods",23.996,19319,5122.991,4315,1337.672,1231,1142.754,673
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Chemical",0.856,1510,70.184,124,20.998,37,54.479,96
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Coal, Oil, Waste, etc.",2.317,4356,518.317,974,154.518,290,56.708,107
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Electronics",4.925,250,844.133,43,82.696,4,569.624,29
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Food",3.026,1828,543.606,328,167.084,101,199.706,121
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Gravel, Sand, etc.",0.018,1290,5.168,378,1.026,75,0.714,52
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Machinery",4.838,1564,1170.295,378,288.667,93,141.409,46
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Misc manufactured",2.007,360,730.576,131,95.769,17,11.013,2
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Motor Vehicles, etc.",1.935,125,258.947,17,228.374,15,0,0
"OR 30 NB I-405","Portland Central City to Columbia County",45.536292,-122.692615,"Wood, Paper, etc.",3.027,5691,716.813,1348,197.53,371,66.276,125
"OR 30 SB","Portland Central City to Columbia County",45.636414,-122.832487,"Agriculture",2.274,5094,476.394,1067,129.465,290,44.722,100
"OR 30 SB","Portland Central City to Columbia County",456.36414,-1228.32487,"All Goods",6.645,9250,1215.811,2062,245.61,452,139.75,248
"OR 30 SB","Portland Central City to Columbia County",45.636414,-122.832487,"Chemical",1.085,1913,193.219,341,37.035,65,42.779,75
"OR 30 SB","Portland Central City to Columbia County",45.636414,-122.832487,"Coal, Oil, Waste, etc.",0.62,1166,189.63,356,43.312,81,7.979,15
"OR 30 SB","Portland Central City to Columbia County",45.636414,-122.832487,"Electronics",0.281,14,2.689,0,2.321,0,0,0
