Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons
I-205 NB Glen Jackson Br,Gateway to Clark County,45.58879842,-122.5452156,Misc manufactured,3.861,692,1422.511,255,213.854,38,192.504,34
I-205 NB Glen Jackson Br,Gateway to Clark County,45.58879842,-122.5452156,"Motor Vehicles, etc.",2.483,161,623.2,40,26.295,2,77.121,5
I-205 NB Glen Jackson Br,Gateway to Clark County,45.58879842,-122.5452156,"Wood, Paper, etc.",2.457,4619,572.979,1077,169.487,319,146.868,276
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,Agriculture,0.709,1588,156.994,352,47.983,107,23.485,53
I-205 NB NE Airport Way,Gateway to Clark County,455.6767403,-1225.52975,All Goods,22.606,16204,5904.961,3909,1175.219,1069,1282.546,752
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,Chemical,0.551,972,167.073,295,7.286,13,26.655,47
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,"Coal, Oil, Waste, etc.",1.971,3706,449.806,846,150.264,282,89.797,169
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,Electronics,4.733,240,1140.201,58,139.26,7,494.618,25
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,Food,3.942,2382,990.919,599,275.039,166,135.178,82
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,"Gravel, Sand, etc.",0.02,1449,4.294,314,1.393,102,0.413,30
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,Machinery,3.455,1117,1022.483,331,153.462,50,95.894,31
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,Misc manufactured,3.349,600,1072.461,192,213.854,38,192.504,34
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,"Motor Vehicles, etc.",1.728,112,423.741,27,26.295,2,77.121,5
I-205 NB NE Airport Way,Gateway to Clark County,45.56767403,-122.552975,"Wood, Paper, etc.",2.148,4039,476.989,897,160.382,302,146.881,276
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,Agriculture,0.27,604,71.278,160,5.72,13,7.902,18
I-205 SB Glen Jackson Br,Gateway to Clark County,455.8859658,-1225.465102,All Goods,52.145,20687,14602.527,5772,1656.252,827,2039.93,731
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,Chemical,0.845,1491,243.501,429,70.571,124,34.989,62
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,"Coal, Oil, Waste, etc.",1.169,2197,315.574,593,57.643,108,30.009,56
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,Electronics,9.092,461,2990.398,152,78.367,4,98.075,5
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,Food,4.619,2790,1456.18,880,166.91,101,110.379,67
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,"Gravel, Sand, etc.",0.017,1234,3.212,235,0.506,37,0.493,36
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,Machinery,10.551,3411,2928.787,947,371.085,120,464.337,150
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,Misc manufactured,8.904,1596,1876.113,336,545.302,98,951.92,171
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,"Motor Vehicles, etc.",13.47,873,3761.762,244,250.781,16,262.009,17
I-205 SB Glen Jackson Br,Gateway to Clark County,45.58859658,-122.5465102,"Wood, Paper, etc.",3.207,6029,955.721,1797,109.365,206,79.818,150
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,Agriculture,0.214,479,55.524,124,5.72,13,7.902,18
I-205 SB NE Airport Way,Gateway to Clark County,455.6957494,-1225.527531,All Goods,43.915,17244,11094.558,4475,1621.327,768,1551.079,527
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,Chemical,0.642,1133,178.96,316,57.158,101,12.306,22
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,"Coal, Oil, Waste, etc.",0.984,1850,260.288,489,43.829,82,27.729,52
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,Electronics,7.369,374,2393.401,121,78.367,4,53.573,3
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,Food,3.711,2242,1038.268,627,166.91,101,75.794,46
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,"Gravel, Sand, etc.",0.016,1169,2.704,198,0.506,37,0.493,36
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,Machinery,8.852,2862,2180.701,705,367.63,119,357.335,116
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,Misc manufactured,8.26,1480,1642.002,294,545.302,98,951.92,171
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,"Motor Vehicles, etc.",11.244,729,2580.7,167,250.781,16,30.648,2
I-205 SB NE Airport Way,Gateway to Clark County,45.56957494,-122.5527531,"Wood, Paper, etc.",2.621,4927,762.011,1433,105.123,198,33.38,63
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Agriculture,1.697,3801,413.209,926,75.336,169,55.713,125
I-205 NB Johnson,Gateway to Oregon City,454.462099,-1225.697236,All Goods,32.199,23559,9443.728,6023,2376.7,1558,1571.169,943
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Chemical,0.707,1246,242.215,427,44.639,79,1.976,3
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,"Coal, Oil, Waste, etc.",2.646,4974,649.718,1221,197.336,371,135.504,255
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Electronics,5.407,274,1961.934,100,317.988,16,401.065,20
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Food,6.922,4181,2033.541,1228,401.854,243,211.276,128
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,"Gravel, Sand, etc.",0.027,1995,7.338,537,0.836,61,0.834,61
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Machinery,3.235,1046,1012.928,327,225.119,73,25.796,8
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,Misc manufactured,4.45,797,963.251,173,547.33,98,268.682,48
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,"Motor Vehicles, etc.",4.473,290,1639.407,106,339.421,22,325.077,21
I-205 NB Johnson,Gateway to Oregon City,45.4462099,-122.5697236,"Wood, Paper, etc.",2.635,4953,520.187,978,226.842,426,145.245,273
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Agriculture,1.535,3438,364.657,817,76.87,172,45.667,102
I-205 NB OR 212,Gateway to Oregon City,454.1266776,-1225.723362,All Goods,29.247,23694,8270.51,6178,2172.722,1589,1373.615,939
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Chemical,0.78,1375,277.574,489,46.376,82,4.921,9
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,"Coal, Oil, Waste, etc.",2.961,5566,741.784,1394,216.722,407,144.307,271
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Electronics,5.328,270,1673.437,85,416.421,21,443.898,23
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Food,7.038,4251,2119.863,1281,460.283,278,229.213,138
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,"Gravel, Sand, etc.",0.028,2031,7.718,565,0.997,73,0.834,61
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Machinery,3.006,972,944.567,305,166.227,54,63.071,20
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,Misc manufactured,3.86,692,861.078,154,461.369,83,226.833,41
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,"Motor Vehicles, etc.",2.07,134,726.582,47,108.059,7,71.635,5
I-205 NB OR 212,Gateway to Oregon City,45.41266776,-122.5723362,"Wood, Paper, etc.",2.641,4965,553.25,1040,219.398,412,143.235,269
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Agriculture,1.793,4016,436.326,977,75.307,169,59.061,132
I-205 NB Stark,Gateway to Oregon City,455.1150508,-1225.646964,All Goods,32.18,24201,9351.013,6194,2301.091,1550,1653.964,982
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Chemical,0.711,1253,242.76,428,44.639,79,3.056,5
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,"Coal, Oil, Waste, etc.",2.679,5037,681.7,1281,198.197,373,135.504,255
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Electronics,5.433,276,1969.296,100,317.988,16,401.065,20
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Food,7.032,4248,2058.196,1243,392.118,237,228.93,138
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,"Gravel, Sand, etc.",0.029,2148,7.355,538,1.046,77,0.942,69
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Machinery,3.744,1210,1156.681,374,225.119,73,25.805,8
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,Misc manufactured,4.185,750,900.478,161,484.557,87,328.78,59
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,"Motor Vehicles, etc.",3.91,253,1365.161,89,339.421,22,325.077,21
I-205 NB Stark,Gateway to Oregon City,45.51150508,-122.5646964,"Wood, Paper, etc.",2.664,5009,533.061,1002,222.7,419,145.743,274
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Agriculture,0.352,788,101.507,227,15.514,35,25.611,57
I-205 SB Johnson,Gateway to Oregon City,454.4478799,-1225.7086,All Goods,33.924,23009,8960.961,5803,1858.437,1169,1040.537,971
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Chemical,1,1764,301.775,532,61.959,109,17.308,31
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,"Coal, Oil, Waste, etc.",3.427,6442,927.253,1743,178.829,336,111.253,209
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Electronics,4.545,231,1348.095,68,255.461,13,22.131,1
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Food,6.235,3767,1536.374,928,383.483,232,170.61,103
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,"Gravel, Sand, etc.",0.027,1991,5.538,405,0.873,64,1.81,132
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Machinery,4.085,1320,1072.867,347,157.168,51,92.437,30
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,Misc manufactured,6.227,1116,1619.401,290,412.267,74,237.716,43
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,"Motor Vehicles, etc.",5.233,339,1426.128,92,265.92,17,173.521,11
I-205 SB Johnson,Gateway to Oregon City,45.44478799,-122.57086,"Wood, Paper, etc.",2.794,5252,622.023,1169,126.964,239,188.139,354
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Agriculture,0.359,804,118.919,266,20.602,46,25.611,57
I-205 SB OR 212,Gateway to Oregon City,454.1244121,-1225.735802,All Goods,30.641,23066,7467.237,5679,1955.07,1310,1122.965,1040
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Chemical,0.893,1574,285.515,503,61.959,109,17.804,31
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,"Coal, Oil, Waste, etc.",3.199,6014,856.814,1611,188.502,354,108.593,204
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Electronics,5.519,280,1190.535,60,382.43,19,172.759,9
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Food,5.605,3386,1225.863,741,339.85,205,205.593,124
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,"Gravel, Sand, etc.",0.045,3302,10.895,797,1.721,126,2.113,155
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Machinery,3.22,1041,838.28,271,122.103,39,35.579,12
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,Misc manufactured,5.271,945,1107.831,199,401.107,72,226.557,41
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,"Motor Vehicles, etc.",3.612,234,1219.693,79,265.92,17,115.681,8
I-205 SB OR 212,Gateway to Oregon City,45.41244121,-122.5735802,"Wood, Paper, etc.",2.918,5486,612.893,1152,170.875,321,212.676,400
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Agriculture,0.382,855,101.62,228,22.455,50,25.611,57
I-205 SB Stark,Gateway to Oregon City,455.1252361,-1225.661008,All Goods,36.282,25361,9915.145,6385,1784.499,1367,1025.577,1014
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Chemical,1.064,1876,306.122,540,69.272,122,23.688,42
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,"Coal, Oil, Waste, etc.",3.808,7158,1018.206,1914,198.777,374,123.561,232
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Electronics,4.679,237,1388.289,70,255.954,13,25.088,1
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Food,7.115,4298,1725.549,1042,467.006,282,170.61,103
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,"Gravel, Sand, etc.",0.03,2195,6.29,460,1.232,90,1.906,139
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Machinery,4.514,1459,1202.574,389,204.574,66,92.669,30
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,Misc manufactured,6.113,1095,1588.824,285,370.418,66,195.868,35
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,"Motor Vehicles, etc.",5.476,355,1866.899,121,34.559,2,173.521,11
I-205 SB Stark,Gateway to Oregon City,45.51252361,-122.5661008,"Wood, Paper, etc.",3.102,5832,710.772,1336,160.253,301,193.056,363
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Agriculture,1.239,2775,285.945,640,78.822,177,34.47,77
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,455.52158,-1225.6323,All Goods,36.432,23828,9996.42,5761,1746.393,1618,1916.622,948
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Chemical,0.974,1718,278.451,491,39.833,70,31.638,56
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Coal, Oil, Waste, etc.",2.757,5183,673.934,1267,232.962,438,111.009,209
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Electronics,7.134,362,2338.4,119,179.906,9,811.034,41
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Food,7.408,4475,1805.485,1091,506.907,306,244.861,148
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Gravel, Sand, etc.",0.025,1861,4.994,365,1.716,126,0.521,38
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Machinery,4.873,1575,1357.224,439,218.322,71,100.244,32
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,Misc manufactured,3.818,684,1173.905,210,232.948,42,199.431,36
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Motor Vehicles, etc.",5.635,365,1524.792,99,54.47,4,225.578,15
I-205 NB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.552158,-122.56323,"Wood, Paper, etc.",2.568,4829,553.29,1040,200.507,377,157.837,297
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Agriculture,0.321,720,55.507,124,5.787,13,7.902,18
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,455.51166,-1225.64603,All Goods,52.842,24086,10815.52,4275,2385.37,1485,1549.132,523
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Chemical,1.164,2053,167.39,295,142.758,252,12.306,22
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Coal, Oil, Waste, etc.",2.359,4434,243.1,457,185.672,349,25.782,48
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Electronics,7.824,397,2299.166,117,59.914,3,53.573,3
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Food,5.189,3135,983.635,594,344.409,208,75.794,46
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Gravel, Sand, etc.",0.024,1721,2.664,195,0.972,71,0.493,36
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Machinery,11.669,3772,2134.301,690,634.683,205,357.335,116
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,Misc manufactured,8.384,1503,1635.015,293,587.151,105,951.92,171
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Motor Vehicles, etc.",12.977,841,2580.7,167,285.654,19,30.648,2
I-205 SB Sandy,Gateway to Troutdale-Wood Village-Fairview,45.551166,-122.564603,"Wood, Paper, etc.",2.931,5510,714.042,1342,138.369,260,33.38,63
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Agriculture,2.282,5111,438.166,981,100.846,226,125.383,281
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,455.46207,-1225.47221,All Goods,91.022,51101,16004.397,8408,4842.812,3044,4563.266,2886
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Chemical,1.669,2944,246.625,435,148.009,261,46.207,81
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Coal, Oil, Waste, etc.",5.918,11125,928.681,1746,368.42,693,276.902,521
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Electronics,18.99,963,3784.809,192,685.89,35,696.9,35
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Food,11.652,7039,2407.682,1454,617.268,373,489.645,296
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Gravel, Sand, etc.",0.051,3730,7.475,547,3.257,238,4.143,303
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Machinery,12.398,4008,2053.324,664,597.426,193,407.262,132
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,Misc manufactured,13.035,2336,1545.663,277,899.52,161,1427.361,256
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Motor Vehicles, etc.",18.293,1186,3592.842,233,996.706,65,587.922,38
I-84 EB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.546207,-122.547221,"Wood, Paper, etc.",6.733,12658,999.131,1878,425.47,800,501.542,943
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Agriculture,2.23,4994,452.77,1014,90.567,203,120.717,270
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,455.41849,-1224.09158,All Goods,74.036,35109,14286.142,6170,3390.817,1942,3888.523,2332
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Chemical,1.397,2463,271.736,479,104.864,185,26.753,47
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Coal, Oil, Waste, etc.",1.802,3388,284.876,536,145.28,273,148.361,279
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Electronics,14.975,760,3399.223,172,338.122,17,506.473,26
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Food,8.508,5140,1740.57,1051,392.936,237,457.695,276
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Gravel, Sand, etc.",0.025,1803,3.603,264,1.837,134,2.788,204
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Machinery,10.154,3283,1821.04,589,386.806,125,412.305,133
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,Misc manufactured,9.374,1680,985.948,177,619.007,111,1174.594,211
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Motor Vehicles, etc.",20.095,1303,4476.446,290,996.706,65,587.922,38
I-84 EB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.541849,-122.409158,"Wood, Paper, etc.",5.477,10296,849.929,1598,314.693,592,450.915,848
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Agriculture,1.714,3838,327.765,734,90.364,202,112.384,252
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,455.48522,-1225.47307,All Goods,86.305,50459,18139.14,9478,4213.483,2812,4370.902,3436
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Chemical,2.052,3618,417.662,737,88.949,157,85.053,150
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Coal, Oil, Waste, etc.",5.96,11205,1277.892,2402,314.613,591,362.159,681
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Electronics,21.195,1075,4989.636,253,936.355,47,920.009,47
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Food,15.331,9262,3156.296,1907,960.68,580,660.134,399
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Gravel, Sand, etc.",0.045,3315,5.76,421,2.859,209,3.063,224
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Machinery,9.459,3058,2068.507,669,389.354,126,259.906,84
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,Misc manufactured,11.975,2146,2323.163,416,583.156,105,870.829,156
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Motor Vehicles, etc.",12.107,785,2631.812,171,439.973,29,341.258,22
I-84 WB 122nd,Gateway to Troutdale-Wood Village-Fairview,45.548522,-122.547307,"Wood, Paper, etc.",6.466,12157,940.648,1768,407.18,766,756.105,1422
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Agriculture,1.375,3079,231.761,519,63.861,143,106.801,239
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,455.43292,-1224.10401,All Goods,67.183,36450,13260.121,6465,3168.39,1927,4002.092,2818
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Chemical,1.732,3054,362.869,640,74.477,131,72.821,128
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Coal, Oil, Waste, etc.",2.773,5212,594.886,1118,147.637,278,181.262,341
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Electronics,14.573,739,2874.081,146,735.358,37,921.919,47
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Food,11.86,7165,2506.95,1514,656.705,397,519.85,314
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Gravel, Sand, etc.",0.03,2203,3.357,246,1.837,134,2.854,209
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Machinery,8.922,2884,2006.354,649,273.058,88,287.424,93
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,Misc manufactured,10.151,1819,1719.194,308,513.408,92,895.241,160
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Motor Vehicles, etc.",10.661,691,2336.618,151,382.132,25,341.258,22
I-84 WB Wood Village,Gateway to Troutdale-Wood Village-Fairview,45.543292,-122.410401,"Wood, Paper, etc.",5.108,9603,624.05,1173,319.916,601,672.661,1265
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,Agriculture,0.062,138,23.338,52,0.723,2,0,0
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,455.6672661,-1225.398468,All Goods,9.108,5097,4003.09,1746,62.791,125,462.692,198
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,Chemical,0.198,349,72.685,128,10.563,19,22.683,40
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,"Coal, Oil, Waste, etc.",0.755,1419,174.875,329,24.389,46,20.898,39
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,Electronics,1.68,85,836.332,42,2.908,0,44.009,2
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,Food,0.967,584,419.472,253,0,0,15.962,10
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,"Gravel, Sand, etc.",0.004,296,1.88,138,0.246,18,0,0
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,Machinery,1.797,581,774.865,250,3.038,1,95.402,31
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,Misc manufactured,0.512,92,231.106,41,0,0,0,0
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,"Motor Vehicles, etc.",2.39,155,1239.247,80,0,0,231.362,15
NE Airport Way EB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56672661,-122.5398468,"Wood, Paper, etc.",0.743,1397,229.291,431,20.925,39,32.376,61
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,Agriculture,0.083,186,47.075,105,0,0,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,455.6772414,-1225.39917,All Goods,4.286,2632,1745.788,986,110.568,94,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,Chemical,0.064,113,20.589,36,0.331,1,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,"Coal, Oil, Waste, etc.",0.291,548,137.778,259,9.974,19,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,Electronics,0.281,14,171.35,9,0,0,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,Food,1.108,669,385.587,233,89.33,54,0,0
NE Airport Way WB I-205,Gateway to Troutdale-Wood Village-Fairview,45.56772414,-122.539917,"Gravel, Sand, etc.",0.001,106,0.043,3,0,0,0,0
