Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons
Highway 99W NB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38194683,-122.8241602,Food,1.184,716,114.847,69,33.603,20,8.773,5
Highway 99W NB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38194683,-122.8241602,"Gravel, Sand, etc.",0.011,805,1.569,115,0.449,33,0.476,35
Highway 99W NB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38194683,-122.8241602,Machinery,0.54,175,27.343,9,20.619,7,77.643,25
Highway 99W NB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38194683,-122.8241602,Misc manufactured,1.505,270,423.068,76,87.076,16,47.987,9
Highway 99W NB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38194683,-122.8241602,"Motor Vehicles, etc.",0.447,29,5.29,0,0,0,0,0
Highway 99W NB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38194683,-122.8241602,"Wood, Paper, etc.",0.536,1007,104.925,197,43.671,82,72.019,135
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,Agriculture,0,0,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,453.8290738,-1228.244383,All Goods,0.018,6,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,Chemical,0,0,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,"Coal, Oil, Waste, etc.",0,0,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,Electronics,0,0,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,Food,0,0,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,Machinery,0.018,6,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,Misc manufactured,0,0,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
Highway 99W SB Tualatin,Tigard/Tualatin to Sherwood/Newberg,45.38290738,-122.8244383,"Wood, Paper, etc.",0,0,0,0,0,0,0,0
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Agriculture,0.081,182,26.314,59,5.266,12,0.391,1
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,453.82437,-1227.55966,All Goods,9.952,8612,1340.225,1141,631.584,668,622.321,252
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Chemical,0.302,532,29.726,52,27.933,49,24.347,43
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,"Coal, Oil, Waste, etc.",1.844,3466,219.405,412,160.46,302,29.425,55
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Electronics,1.471,75,98.212,5,15.376,1,408.768,21
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Food,1.119,676,256.382,155,65.49,40,15.736,10
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,"Gravel, Sand, etc.",0.028,2074,3.683,269,1.839,135,0.895,65
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Machinery,1.359,439,245.739,79,117.959,38,66.527,22
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,Misc manufactured,0.977,175,153.014,27,84.456,15,63.131,11
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,"Motor Vehicles, etc.",2.323,151,274.052,18,115.681,8,0,0
Tual Sher Rd EB I-5,Tigard/Tualatin to Sherwood/Newberg,45.382437,-122.755966,"Wood, Paper, etc.",0.449,843,33.696,63,37.123,70,13.101,25
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Agriculture,0.199,445,60.29,135,2.211,5,9.741,22
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,453.68214,-1228.41113,All Goods,2.475,2506,1049.025,893,148.146,63,22.171,66
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Chemical,0.03,53,12.387,22,0,0,0,0
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,"Coal, Oil, Waste, etc.",0.275,517,84.848,160,5.047,9,7.979,15
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Electronics,0.572,29,145.619,7,79.754,4,0,0
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Food,0.347,210,179.769,109,24.83,15,0,0
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,"Gravel, Sand, etc.",0.009,683,3.697,270,0.146,11,0.293,21
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Machinery,0.15,49,78.7,25,5.674,2,0,0
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,Misc manufactured,0.343,62,190.877,34,23.962,4,0,0
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,"Motor Vehicles, etc.",0.316,20,231.362,15,0,0,0,0
Tual Sher Rd EB OR 99W,Tigard/Tualatin to Sherwood/Newberg,45.368214,-122.841113,"Wood, Paper, etc.",0.233,439,61.475,116,6.52,12,4.158,8
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Agriculture,0.183,411,24.897,56,0,0,20.409,46
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,453.8292,-1227.56127,All Goods,15.533,11972,2466.506,2280,926.073,708,574.819,460
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Chemical,0.525,925,88.613,156,32.21,57,0,0
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,"Coal, Oil, Waste, etc.",1.663,3127,307.488,578,66.656,125,66.56,125
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Electronics,2.589,131,303.161,15,137.892,7,11.829,1
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Food,1.874,1132,355.046,214,169.628,102,90.216,54
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,"Gravel, Sand, etc.",0.03,2207,6.971,510,2.138,156,0.888,65
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Machinery,4.134,1336,823.339,266,227.695,74,94.504,31
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,Misc manufactured,1.977,354,147.052,26,180.229,32,239.375,43
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,"Motor Vehicles, etc.",1.355,88,172.432,11,28.92,2,0,0
Tual Sher Rd WB I-5,Tigard/Tualatin to Sherwood/Newberg,45.38292,-122.756127,"Wood, Paper, etc.",1.203,2261,237.507,447,80.706,152,51.037,96
